Label;Id;Weight
http://www.lift-fund.org/inclusive-market-development-and-private-sector?width=478&height=420&inline=true;44;0.0
https://croplife.org/news-views/2015-annual-report/;110;0.0
http://croplife.org/trainingthroughlocalpartnerships/honduras/;111;0.0
http://mda.maryland.gov/foodfeedquality/Pages/food_quality_assurance.aspx;18;0.0
http://www.lift-fund.org/publications;20;0.0
http://mda.maryland.gov/maryland_products/Pages/default.aspx;10;0.0
https://croplife.org/news-views/iccm4/;77;0.0
https://croplife.org/crop-protection/pollinators-2/;78;0.0
http://www.lift-fund.org/uplands;23;0.0
http://www.lift-fund.org/events;24;0.0
https://croplife.org/plant-biotechnology/cartagena-protocol-on-biosafety/;87;0.0
https://croplife.org/crop-protection/stewardship/;88;0.0
http://dailyranger.com/ranger_headlines.php?category=5&page=1;51;0.0
http://dailyranger.com/story.php?story_id=22976;50;0.0
http://www.lift-fund.org/impact;26;0.0
https://croplife.org/plant-biotechnology/intellectual-property-2/;90;0.0
http://dailyranger.com/story.php?story_id=23007&headline=hughes-resigns-as-lander-activities-director;56;0.0
http://www.lift-fund.org/implementing-partners;29;0.0
http://www.lift-fund.org/guidelines;30;0.0
https://dailyranger.com/checkout.php;59;0.0
http://www.lift-fund.org/;37;0.0
https://croplife.org/plant-biotechnology/regulatory-2/;101;0.0
http://dailyranger.com/checkout.php;66;0.0
https://croplife.org/crop-protection/benefits/;105;0.0
http://mda.maryland.gov/foodfeedquality/Documents/MDAGAPPROGRAMBASICREQUIREMENTS.pdf;9;0.0
http://mda.maryland.gov/plants-pests/Pages/default.aspx;13;0.0
http://www.lift-fund.org/lift-rakhine-state-and-tat-lan-programme;43;0.0
https://croplife.org/plant-biotechnology/benefits-2/;108;0.0
https://croplife.org/plant-biotechnology/;109;0.0
